"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Netherlands (NL)","Actual Total Load [MW] - Netherlands (NL)"
"30.06.2019 05:30 - 30.06.2019 05:45","7682","10152"
"30.06.2019 05:45 - 30.06.2019 06:00","7628","10136"
"30.06.2019 06:00 - 30.06.2019 06:15","7595","10167"
"30.06.2019 06:15 - 30.06.2019 06:30","7562","10173"
"30.06.2019 06:30 - 30.06.2019 06:45","7536","10145"
"30.06.2019 06:45 - 30.06.2019 07:00","7498","10138"
"30.06.2019 07:00 - 30.06.2019 07:15","7421","10182"
"30.06.2019 07:15 - 30.06.2019 07:30","7327","10208"
"30.06.2019 07:30 - 30.06.2019 07:45","7246","10202"
"30.06.2019 07:45 - 30.06.2019 08:00","7162","10309"
"30.06.2019 08:00 - 30.06.2019 08:15","7076","10339"
"30.06.2019 08:15 - 30.06.2019 08:30","6964","10390"
"30.06.2019 08:30 - 30.06.2019 08:45","6903","10472"
"30.06.2019 08:45 - 30.06.2019 09:00","6852","10529"
"30.06.2019 09:00 - 30.06.2019 09:15","6794","10606"
"30.06.2019 09:15 - 30.06.2019 09:30","6708","10614"
"30.06.2019 09:30 - 30.06.2019 09:45","6647","10615"
"30.06.2019 09:45 - 30.06.2019 10:00","6610","10596"
"30.06.2019 10:00 - 30.06.2019 10:15","6607","10667"
"30.06.2019 10:15 - 30.06.2019 10:30","6613","10632"
"30.06.2019 10:30 - 30.06.2019 10:45","6624","10615"
"30.06.2019 10:45 - 30.06.2019 11:00","6622","10624"
"30.06.2019 11:00 - 30.06.2019 11:15","6557","10651"
"30.06.2019 11:15 - 30.06.2019 11:30","6498","10615"
"30.06.2019 11:30 - 30.06.2019 11:45","6505","10661"
"30.06.2019 11:45 - 30.06.2019 12:00","6491","10719"
"30.06.2019 12:00 - 30.06.2019 12:15","6520","10749"
"30.06.2019 12:15 - 30.06.2019 12:30","6588","10778"
"30.06.2019 12:30 - 30.06.2019 12:45","6614","10754"
"30.06.2019 12:45 - 30.06.2019 13:00","6609","10675"
"30.06.2019 13:00 - 30.06.2019 13:15","6626","10487"
"30.06.2019 13:15 - 30.06.2019 13:30","6635","10446"
"30.06.2019 13:30 - 30.06.2019 13:45","6614","10394"
"30.06.2019 13:45 - 30.06.2019 14:00","6589","10341"
"30.06.2019 14:00 - 30.06.2019 14:15","6568","10328"
"30.06.2019 14:15 - 30.06.2019 14:30","6597","10397"
"30.06.2019 14:30 - 30.06.2019 14:45","6624","10534"
"30.06.2019 14:45 - 30.06.2019 15:00","6640","10683"
"30.06.2019 15:00 - 30.06.2019 15:15","6680","10781"
"30.06.2019 15:15 - 30.06.2019 15:30","6711","10726"
"30.06.2019 15:30 - 30.06.2019 15:45","6785","10746"
"30.06.2019 15:45 - 30.06.2019 16:00","6850","10738"
"30.06.2019 16:00 - 30.06.2019 16:15","6908","10871"
"30.06.2019 16:15 - 30.06.2019 16:30","7024","10889"
"30.06.2019 16:30 - 30.06.2019 16:45","7178","10934"
"30.06.2019 16:45 - 30.06.2019 17:00","7344","10958"
"30.06.2019 17:00 - 30.06.2019 17:15","7559","11032"
"30.06.2019 17:15 - 30.06.2019 17:30","7793","11210"
"30.06.2019 17:30 - 30.06.2019 17:45","8019","11411"
"30.06.2019 17:45 - 30.06.2019 18:00","8266","11630"
"30.06.2019 18:00 - 30.06.2019 18:15","8481","11722"
"30.06.2019 18:15 - 30.06.2019 18:30","8693","11798"
"30.06.2019 18:30 - 30.06.2019 18:45","8825","11845"
"30.06.2019 18:45 - 30.06.2019 19:00","8911","11906"
"30.06.2019 19:00 - 30.06.2019 19:15","9000","12018"
"30.06.2019 19:15 - 30.06.2019 19:30","9110","12054"
"30.06.2019 19:30 - 30.06.2019 19:45","9219","12146"
"30.06.2019 19:45 - 30.06.2019 20:00","9326","12194"
"30.06.2019 20:00 - 30.06.2019 20:15","9376","12244"
"30.06.2019 20:15 - 30.06.2019 20:30","9446","12292"
"30.06.2019 20:30 - 30.06.2019 20:45","9546","12286"
"30.06.2019 20:45 - 30.06.2019 21:00","9554","12331"
"30.06.2019 21:00 - 30.06.2019 21:15","9550","12375"
"30.06.2019 21:15 - 30.06.2019 21:30","9606","12403"
"30.06.2019 21:30 - 30.06.2019 21:45","9659","12365"
"30.06.2019 21:45 - 30.06.2019 22:00","9684","12388"
"30.06.2019 22:00 - 30.06.2019 22:15","9744","12378"
"30.06.2019 22:15 - 30.06.2019 22:30","9876","12494"
"30.06.2019 22:30 - 30.06.2019 22:45","9959","12480"
"30.06.2019 22:45 - 30.06.2019 23:00","9882","12407"
"30.06.2019 23:00 - 30.06.2019 23:15","9777","12270"
"30.06.2019 23:15 - 30.06.2019 23:30","9727","12086"
"30.06.2019 23:30 - 30.06.2019 23:45","9563","11928"
"30.06.2019 23:45 - 01.07.2019 00:00","9372","11717"
"01.07.2019 00:00 - 01.07.2019 00:15","9273","11569"
"01.07.2019 00:15 - 01.07.2019 00:30","9210","11374"
"01.07.2019 00:30 - 01.07.2019 00:45","9128","11223"
"01.07.2019 00:45 - 01.07.2019 01:00","9023","11146"
"01.07.2019 01:00 - 01.07.2019 01:15","8919","11040"
"01.07.2019 01:15 - 01.07.2019 01:30","8791","10949"
"01.07.2019 01:30 - 01.07.2019 01:45","8707","10865"
"01.07.2019 01:45 - 01.07.2019 02:00","8612","10817"
"01.07.2019 02:00 - 01.07.2019 02:15","8536","10723"
"01.07.2019 02:15 - 01.07.2019 02:30","8483","10700"
"01.07.2019 02:30 - 01.07.2019 02:45","8448","10682"
"01.07.2019 02:45 - 01.07.2019 03:00","8420","10646"
"01.07.2019 03:00 - 01.07.2019 03:15","8390","10634"
"01.07.2019 03:15 - 01.07.2019 03:30","8400","10592"
"01.07.2019 03:30 - 01.07.2019 03:45","8397","10585"
"01.07.2019 03:45 - 01.07.2019 04:00","8369","10557"
"01.07.2019 04:00 - 01.07.2019 04:15","8359","10600"
"01.07.2019 04:15 - 01.07.2019 04:30","8316","10623"
"01.07.2019 04:30 - 01.07.2019 04:45","8289","10675"
"01.07.2019 04:45 - 01.07.2019 05:00","8281","10640"
"01.07.2019 05:00 - 01.07.2019 05:15","8292","10697"
"01.07.2019 05:15 - 01.07.2019 05:30","8300","10715"
"01.07.2019 05:30 - 01.07.2019 05:45","8276","10822"
"01.07.2019 05:45 - 01.07.2019 06:00","8324","10952"
"01.07.2019 06:00 - 01.07.2019 06:15","8391","11267"
"01.07.2019 06:15 - 01.07.2019 06:30","8532","11549"
"01.07.2019 06:30 - 01.07.2019 06:45","8677","11701"
"01.07.2019 06:45 - 01.07.2019 07:00","8824","11932"
"01.07.2019 07:00 - 01.07.2019 07:15","8899","12325"
"01.07.2019 07:15 - 01.07.2019 07:30","8939","12616"
"01.07.2019 07:30 - 01.07.2019 07:45","8950","12933"
"01.07.2019 07:45 - 01.07.2019 08:00","8977","13215"
"01.07.2019 08:00 - 01.07.2019 08:15","9066","13456"
"01.07.2019 08:15 - 01.07.2019 08:30","9145","13571"
"01.07.2019 08:30 - 01.07.2019 08:45","9190","13610"
"01.07.2019 08:45 - 01.07.2019 09:00","9192","13694"
"01.07.2019 09:00 - 01.07.2019 09:15","9190","13736"
"01.07.2019 09:15 - 01.07.2019 09:30","9163","13752"
"01.07.2019 09:30 - 01.07.2019 09:45","9097","13737"
"01.07.2019 09:45 - 01.07.2019 10:00","8952","13718"
"01.07.2019 10:00 - 01.07.2019 10:15","8798","13698"
"01.07.2019 10:15 - 01.07.2019 10:30","8774","13678"
"01.07.2019 10:30 - 01.07.2019 10:45","8743","13702"
"01.07.2019 10:45 - 01.07.2019 11:00","8678","13644"
"01.07.2019 11:00 - 01.07.2019 11:15","8632","13678"
"01.07.2019 11:15 - 01.07.2019 11:30","8603","13719"
"01.07.2019 11:30 - 01.07.2019 11:45","8594","13720"
"01.07.2019 11:45 - 01.07.2019 12:00","8576","13666"
"01.07.2019 12:00 - 01.07.2019 12:15","8554","13605"
"01.07.2019 12:15 - 01.07.2019 12:30","8541","13404"
"01.07.2019 12:30 - 01.07.2019 12:45","8492","13284"
"01.07.2019 12:45 - 01.07.2019 13:00","8475","13243"
"01.07.2019 13:00 - 01.07.2019 13:15","8516","13314"
"01.07.2019 13:15 - 01.07.2019 13:30","8549","13332"
"01.07.2019 13:30 - 01.07.2019 13:45","8543","13284"
"01.07.2019 13:45 - 01.07.2019 14:00","8660","13241"
"01.07.2019 14:00 - 01.07.2019 14:15","8776","13203"
"01.07.2019 14:15 - 01.07.2019 14:30","8824","13262"
"01.07.2019 14:30 - 01.07.2019 14:45","8886","13204"
"01.07.2019 14:45 - 01.07.2019 15:00","8925","13159"
"01.07.2019 15:00 - 01.07.2019 15:15","8991","13184"
"01.07.2019 15:15 - 01.07.2019 15:30","9048","13260"
"01.07.2019 15:30 - 01.07.2019 15:45","9146","13325"
"01.07.2019 15:45 - 01.07.2019 16:00","9245","13373"
"01.07.2019 16:00 - 01.07.2019 16:15","9354","13402"
"01.07.2019 16:15 - 01.07.2019 16:30","9462","13400"
"01.07.2019 16:30 - 01.07.2019 16:45","9611","13427"
"01.07.2019 16:45 - 01.07.2019 17:00","9776","13582"
"01.07.2019 17:00 - 01.07.2019 17:15","9975","13680"
"01.07.2019 17:15 - 01.07.2019 17:30","10154","13846"
"01.07.2019 17:30 - 01.07.2019 17:45","10349","13931"
"01.07.2019 17:45 - 01.07.2019 18:00","10445","13966"
"01.07.2019 18:00 - 01.07.2019 18:15","10437","13844"
"01.07.2019 18:15 - 01.07.2019 18:30","10391","13762"
"01.07.2019 18:30 - 01.07.2019 18:45","10407","13739"
"01.07.2019 18:45 - 01.07.2019 19:00","10453","13732"
"01.07.2019 19:00 - 01.07.2019 19:15","10493","13688"
"01.07.2019 19:15 - 01.07.2019 19:30","10571","13686"
"01.07.2019 19:30 - 01.07.2019 19:45","10658","13665"
"01.07.2019 19:45 - 01.07.2019 20:00","10720","13679"
"01.07.2019 20:00 - 01.07.2019 20:15","10790","13623"
"01.07.2019 20:15 - 01.07.2019 20:30","10842","13601"
"01.07.2019 20:30 - 01.07.2019 20:45","10903","13525"
"01.07.2019 20:45 - 01.07.2019 21:00","10926","13495"
"01.07.2019 21:00 - 01.07.2019 21:15","10938","13432"
"01.07.2019 21:15 - 01.07.2019 21:30","10938","13400"
"01.07.2019 21:30 - 01.07.2019 21:45","10903","13262"
"01.07.2019 21:45 - 01.07.2019 22:00","10830","13204"
"01.07.2019 22:00 - 01.07.2019 22:15","10858","13169"
"01.07.2019 22:15 - 01.07.2019 22:30","10954","13218"
"01.07.2019 22:30 - 01.07.2019 22:45","10945","13122"
"01.07.2019 22:45 - 01.07.2019 23:00","10844","12985"
"01.07.2019 23:00 - 01.07.2019 23:15","10766","12936"
"01.07.2019 23:15 - 01.07.2019 23:30","10720","12789"
"01.07.2019 23:30 - 01.07.2019 23:45","10602","12560"
"01.07.2019 23:45 - 02.07.2019 00:00","10410","12345"
"02.07.2019 00:00 - 02.07.2019 00:15","10235","12091"
"02.07.2019 00:15 - 02.07.2019 00:30","10015","11925"
"02.07.2019 00:30 - 02.07.2019 00:45","9755","11801"
"02.07.2019 00:45 - 02.07.2019 01:00","9556","11628"
"02.07.2019 01:00 - 02.07.2019 01:15","9482","11467"
"02.07.2019 01:15 - 02.07.2019 01:30","9449","11300"
"02.07.2019 01:30 - 02.07.2019 01:45","9369","11219"
"02.07.2019 01:45 - 02.07.2019 02:00","9284","11165"
"02.07.2019 02:00 - 02.07.2019 02:15","9218","11102"
"02.07.2019 02:15 - 02.07.2019 02:30","9165","11031"
"02.07.2019 02:30 - 02.07.2019 02:45","9112","10970"
"02.07.2019 02:45 - 02.07.2019 03:00","9079","10900"
"02.07.2019 03:00 - 02.07.2019 03:15","9034","10887"
"02.07.2019 03:15 - 02.07.2019 03:30","8993","10846"
"02.07.2019 03:30 - 02.07.2019 03:45","8958","10817"
"02.07.2019 03:45 - 02.07.2019 04:00","8959","10784"
"02.07.2019 04:00 - 02.07.2019 04:15","8947","10781"
"02.07.2019 04:15 - 02.07.2019 04:30","8933","10814"
"02.07.2019 04:30 - 02.07.2019 04:45","8922","10839"
"02.07.2019 04:45 - 02.07.2019 05:00","8926","10846"
"02.07.2019 05:00 - 02.07.2019 05:15","8916","10851"
"02.07.2019 05:15 - 02.07.2019 05:30","8896","10858"
"02.07.2019 05:30 - 02.07.2019 05:45","8897","10918"
"02.07.2019 05:45 - 02.07.2019 06:00","8973","11086"
"02.07.2019 06:00 - 02.07.2019 06:15","9097","11352"
"02.07.2019 06:15 - 02.07.2019 06:30","9344","11594"
"02.07.2019 06:30 - 02.07.2019 06:45","9603","11843"
"02.07.2019 06:45 - 02.07.2019 07:00","9800","12078"
"02.07.2019 07:00 - 02.07.2019 07:15","9945","12475"
"02.07.2019 07:15 - 02.07.2019 07:30","10169","12806"
"02.07.2019 07:30 - 02.07.2019 07:45","10453","13059"
"02.07.2019 07:45 - 02.07.2019 08:00","10631","13273"
"02.07.2019 08:00 - 02.07.2019 08:15","10712","13430"
"02.07.2019 08:15 - 02.07.2019 08:30","10769","13477"
"02.07.2019 08:30 - 02.07.2019 08:45","10848","13527"
"02.07.2019 08:45 - 02.07.2019 09:00","10921","13612"
"02.07.2019 09:00 - 02.07.2019 09:15","10939","13640"
"02.07.2019 09:15 - 02.07.2019 09:30","10907","13615"
"02.07.2019 09:30 - 02.07.2019 09:45","10802","13519"
"02.07.2019 09:45 - 02.07.2019 10:00","10672","13404"
"02.07.2019 10:00 - 02.07.2019 10:15","10585","13349"
"02.07.2019 10:15 - 02.07.2019 10:30","10529","13286"
"02.07.2019 10:30 - 02.07.2019 10:45","10472","13223"
"02.07.2019 10:45 - 02.07.2019 11:00","10413","13144"
"02.07.2019 11:00 - 02.07.2019 11:15","10322","13084"
"02.07.2019 11:15 - 02.07.2019 11:30","10214","13079"
"02.07.2019 11:30 - 02.07.2019 11:45","10113","13052"
"02.07.2019 11:45 - 02.07.2019 12:00","10059","13035"
"02.07.2019 12:00 - 02.07.2019 12:15","10035","12838"
"02.07.2019 12:15 - 02.07.2019 12:30","9975","12771"
"02.07.2019 12:30 - 02.07.2019 12:45","9906","12732"
"02.07.2019 12:45 - 02.07.2019 13:00","8894","12833"
"02.07.2019 13:00 - 02.07.2019 13:15","9792","12914"
"02.07.2019 13:15 - 02.07.2019 13:30","9873","12989"
"02.07.2019 13:30 - 02.07.2019 13:45","9931","12995"
"02.07.2019 13:45 - 02.07.2019 14:00","9928","13046"
"02.07.2019 14:00 - 02.07.2019 14:15","9978","13011"
"02.07.2019 14:15 - 02.07.2019 14:30","10015","12952"
"02.07.2019 14:30 - 02.07.2019 14:45","9984","12939"
"02.07.2019 14:45 - 02.07.2019 15:00","9953","12999"
"02.07.2019 15:00 - 02.07.2019 15:15","10014","12955"
"02.07.2019 15:15 - 02.07.2019 15:30","10110","12976"
"02.07.2019 15:30 - 02.07.2019 15:45","10243","13050"
"02.07.2019 15:45 - 02.07.2019 16:00","10336","13074"
"02.07.2019 16:00 - 02.07.2019 16:15","10388","13114"
"02.07.2019 16:15 - 02.07.2019 16:30","10420","13141"
"02.07.2019 16:30 - 02.07.2019 16:45","10451","13137"
"02.07.2019 16:45 - 02.07.2019 17:00","10578","13236"
"02.07.2019 17:00 - 02.07.2019 17:15","10710","13332"
"02.07.2019 17:15 - 02.07.2019 17:30","10830","13474"
"02.07.2019 17:30 - 02.07.2019 17:45","10954","13565"
"02.07.2019 17:45 - 02.07.2019 18:00","11025","13619"
"02.07.2019 18:00 - 02.07.2019 18:15","11008","13456"
"02.07.2019 18:15 - 02.07.2019 18:30","10878","13380"
"02.07.2019 18:30 - 02.07.2019 18:45","10845","13373"
"02.07.2019 18:45 - 02.07.2019 19:00","10894","13448"
"02.07.2019 19:00 - 02.07.2019 19:15","10971","13410"
"02.07.2019 19:15 - 02.07.2019 19:30","11053","13417"
"02.07.2019 19:30 - 02.07.2019 19:45","11062","13435"
"02.07.2019 19:45 - 02.07.2019 20:00","11043","13462"
"02.07.2019 20:00 - 02.07.2019 20:15","11051","13399"
"02.07.2019 20:15 - 02.07.2019 20:30","10973","13389"
"02.07.2019 20:30 - 02.07.2019 20:45","10923","13319"
"02.07.2019 20:45 - 02.07.2019 21:00","10916","13281"
"02.07.2019 21:00 - 02.07.2019 21:15","10913","13144"
"02.07.2019 21:15 - 02.07.2019 21:30","10938","13108"
"02.07.2019 21:30 - 02.07.2019 21:45","10927","13007"
"02.07.2019 21:45 - 02.07.2019 22:00","10863","12950"
"02.07.2019 22:00 - 02.07.2019 22:15","10871","12966"
"02.07.2019 22:15 - 02.07.2019 22:30","10965","13070"
"02.07.2019 22:30 - 02.07.2019 22:45","11063","13014"
"02.07.2019 22:45 - 02.07.2019 23:00","10963","12823"
"02.07.2019 23:00 - 02.07.2019 23:15","10883","12800"
"02.07.2019 23:15 - 02.07.2019 23:30","10878","12600"
"02.07.2019 23:30 - 02.07.2019 23:45","10793","12403"
"02.07.2019 23:45 - 03.07.2019 00:00","10616","12186"
"03.07.2019 00:00 - 03.07.2019 00:15","10528","11988"
"03.07.2019 00:15 - 03.07.2019 00:30","10334","11852"
"03.07.2019 00:30 - 03.07.2019 00:45","10127","11721"
"03.07.2019 00:45 - 03.07.2019 01:00","9966","11573"
"03.07.2019 01:00 - 03.07.2019 01:15","9866","11417"
"03.07.2019 01:15 - 03.07.2019 01:30","9698","11296"
"03.07.2019 01:30 - 03.07.2019 01:45","9524","11191"
"03.07.2019 01:45 - 03.07.2019 02:00","9437","11101"
"03.07.2019 02:00 - 03.07.2019 02:15","9382","11023"
"03.07.2019 02:15 - 03.07.2019 02:30","9315","10983"
"03.07.2019 02:30 - 03.07.2019 02:45","9269","10910"
"03.07.2019 02:45 - 03.07.2019 03:00","9219","10889"
"03.07.2019 03:00 - 03.07.2019 03:15","9199","10854"
"03.07.2019 03:15 - 03.07.2019 03:30","9152","10807"
"03.07.2019 03:30 - 03.07.2019 03:45","9107","10765"
"03.07.2019 03:45 - 03.07.2019 04:00","9084","10732"
"03.07.2019 04:00 - 03.07.2019 04:15","9090","10763"
"03.07.2019 04:15 - 03.07.2019 04:30","9098","10785"
"03.07.2019 04:30 - 03.07.2019 04:45","9107","10772"
"03.07.2019 04:45 - 03.07.2019 05:00","9118","10784"
"03.07.2019 05:00 - 03.07.2019 05:15","9149","10805"
"03.07.2019 05:15 - 03.07.2019 05:30","9167","10772"
"03.07.2019 05:30 - 03.07.2019 05:45","9203","10846"
"03.07.2019 05:45 - 03.07.2019 06:00","9324","10946"
"03.07.2019 06:00 - 03.07.2019 06:15","9510","11228"
"03.07.2019 06:15 - 03.07.2019 06:30","9744","11452"
"03.07.2019 06:30 - 03.07.2019 06:45","9985","11668"
"03.07.2019 06:45 - 03.07.2019 07:00","10214","11882"
"03.07.2019 07:00 - 03.07.2019 07:15","10469","12270"
"03.07.2019 07:15 - 03.07.2019 07:30","10715","12568"
"03.07.2019 07:30 - 03.07.2019 07:45","10949","12825"
"03.07.2019 07:45 - 03.07.2019 08:00","11078","13043"
"03.07.2019 08:00 - 03.07.2019 08:15","11251","13176"
"03.07.2019 08:15 - 03.07.2019 08:30","11436","13276"
"03.07.2019 08:30 - 03.07.2019 08:45","11583","13367"
"03.07.2019 08:45 - 03.07.2019 09:00","11695","13450"
"03.07.2019 09:00 - 03.07.2019 09:15","11773","13520"
"03.07.2019 09:15 - 03.07.2019 09:30","11808","13568"
"03.07.2019 09:30 - 03.07.2019 09:45","11865","13519"
"03.07.2019 09:45 - 03.07.2019 10:00","11878","13527"
"03.07.2019 10:00 - 03.07.2019 10:15","11900","13482"
"03.07.2019 10:15 - 03.07.2019 10:30","11937","13443"
"03.07.2019 10:30 - 03.07.2019 10:45","11936","13469"
"03.07.2019 10:45 - 03.07.2019 11:00","11938","13475"
"03.07.2019 11:00 - 03.07.2019 11:15","11945","13504"
"03.07.2019 11:15 - 03.07.2019 11:30","11888","13536"
"03.07.2019 11:30 - 03.07.2019 11:45","11824","13540"
"03.07.2019 11:45 - 03.07.2019 12:00","11832","13563"
"03.07.2019 12:00 - 03.07.2019 12:15","11793","13463"
"03.07.2019 12:15 - 03.07.2019 12:30","11732","13453"
"03.07.2019 12:30 - 03.07.2019 12:45","11670","13371"
"03.07.2019 12:45 - 03.07.2019 13:00","11570","13324"
"03.07.2019 13:00 - 03.07.2019 13:15","11580","13302"
"03.07.2019 13:15 - 03.07.2019 13:30","11607","13249"
"03.07.2019 13:30 - 03.07.2019 13:45","11610","13255"
"03.07.2019 13:45 - 03.07.2019 14:00","11596","13217"
"03.07.2019 14:00 - 03.07.2019 14:15","11575","13150"
"03.07.2019 14:15 - 03.07.2019 14:30","11470","13096"
"03.07.2019 14:30 - 03.07.2019 14:45","11323","13051"
"03.07.2019 14:45 - 03.07.2019 15:00","11265","13118"
"03.07.2019 15:00 - 03.07.2019 15:15","11187","13063"
"03.07.2019 15:15 - 03.07.2019 15:30","11121","13054"
"03.07.2019 15:30 - 03.07.2019 15:45","11183","13052"
"03.07.2019 15:45 - 03.07.2019 16:00","11189","13083"
"03.07.2019 16:00 - 03.07.2019 16:15","11099","13152"
"03.07.2019 16:15 - 03.07.2019 16:30","11002","13154"
"03.07.2019 16:30 - 03.07.2019 16:45","11045","13220"
"03.07.2019 16:45 - 03.07.2019 17:00","11117","13353"
"03.07.2019 17:00 - 03.07.2019 17:15","11247","13421"
"03.07.2019 17:15 - 03.07.2019 17:30","11392","13576"
"03.07.2019 17:30 - 03.07.2019 17:45","11509","13634"
"03.07.2019 17:45 - 03.07.2019 18:00","11571","13708"
"03.07.2019 18:00 - 03.07.2019 18:15","11505","13495"
"03.07.2019 18:15 - 03.07.2019 18:30","11356","13407"
"03.07.2019 18:30 - 03.07.2019 18:45","11308","13370"
"03.07.2019 18:45 - 03.07.2019 19:00","11310","13375"
"03.07.2019 19:00 - 03.07.2019 19:15","11296","13343"
"03.07.2019 19:15 - 03.07.2019 19:30","11364","13344"
"03.07.2019 19:30 - 03.07.2019 19:45","11445","13388"
"03.07.2019 19:45 - 03.07.2019 20:00","11447","13462"
"03.07.2019 20:00 - 03.07.2019 20:15","11435","13387"
"03.07.2019 20:15 - 03.07.2019 20:30","11386","13343"
"03.07.2019 20:30 - 03.07.2019 20:45","11333","13305"
"03.07.2019 20:45 - 03.07.2019 21:00","11301","13297"
"03.07.2019 21:00 - 03.07.2019 21:15","11230","13180"
"03.07.2019 21:15 - 03.07.2019 21:30","11245","13145"
"03.07.2019 21:30 - 03.07.2019 21:45","11188","13027"
"03.07.2019 21:45 - 03.07.2019 22:00","11097","13033"
"03.07.2019 22:00 - 03.07.2019 22:15","11069","13039"
"03.07.2019 22:15 - 03.07.2019 22:30","11107","13073"
"03.07.2019 22:30 - 03.07.2019 22:45","11101","13039"
"03.07.2019 22:45 - 03.07.2019 23:00","11009","12943"
"03.07.2019 23:00 - 03.07.2019 23:15","10924","12951"
"03.07.2019 23:15 - 03.07.2019 23:30","10792","12781"
"03.07.2019 23:30 - 03.07.2019 23:45","10554","12609"
"03.07.2019 23:45 - 04.07.2019 00:00","10354","12420"
"04.07.2019 00:00 - 04.07.2019 00:15","10197","12223"
"04.07.2019 00:15 - 04.07.2019 00:30","10091","11989"
"04.07.2019 00:30 - 04.07.2019 00:45","9958","11774"
"04.07.2019 00:45 - 04.07.2019 01:00","9780","11596"
"04.07.2019 01:00 - 04.07.2019 01:15","9676","11473"
"04.07.2019 01:15 - 04.07.2019 01:30","9586","11362"
"04.07.2019 01:30 - 04.07.2019 01:45","9467","11216"
"04.07.2019 01:45 - 04.07.2019 02:00","9375","11112"
"04.07.2019 02:00 - 04.07.2019 02:15","9293","11033"
"04.07.2019 02:15 - 04.07.2019 02:30","9222","10968"
"04.07.2019 02:30 - 04.07.2019 02:45","9185","10881"
"04.07.2019 02:45 - 04.07.2019 03:00","9132","10813"
"04.07.2019 03:00 - 04.07.2019 03:15","9102","10786"
"04.07.2019 03:15 - 04.07.2019 03:30","9067","10780"
"04.07.2019 03:30 - 04.07.2019 03:45","9028","10767"
"04.07.2019 03:45 - 04.07.2019 04:00","9020","10755"
"04.07.2019 04:00 - 04.07.2019 04:15","9039","10731"
"04.07.2019 04:15 - 04.07.2019 04:30","9024","10720"
"04.07.2019 04:30 - 04.07.2019 04:45","8972","10707"
"04.07.2019 04:45 - 04.07.2019 05:00","8965","10683"
"04.07.2019 05:00 - 04.07.2019 05:15","8991","10705"
"04.07.2019 05:15 - 04.07.2019 05:30","8948","10690"
"04.07.2019 05:30 - 04.07.2019 05:45","8984","10722"
"04.07.2019 05:45 - 04.07.2019 06:00","9079","10880"
"04.07.2019 06:00 - 04.07.2019 06:15","9254","11161"
"04.07.2019 06:15 - 04.07.2019 06:30","9489","11411"
"04.07.2019 06:30 - 04.07.2019 06:45","9766","11614"
"04.07.2019 06:45 - 04.07.2019 07:00","10014","11869"
"04.07.2019 07:00 - 04.07.2019 07:15","10310","12253"
"04.07.2019 07:15 - 04.07.2019 07:30","10591","12544"
"04.07.2019 07:30 - 04.07.2019 07:45","10838","12785"
"04.07.2019 07:45 - 04.07.2019 08:00","11034","12999"
"04.07.2019 08:00 - 04.07.2019 08:15","11169","13201"
"04.07.2019 08:15 - 04.07.2019 08:30","11217","13268"
"04.07.2019 08:30 - 04.07.2019 08:45","11264","13329"
"04.07.2019 08:45 - 04.07.2019 09:00","11317","13429"
"04.07.2019 09:00 - 04.07.2019 09:15","11334","13414"
"04.07.2019 09:15 - 04.07.2019 09:30","11283","13365"
"04.07.2019 09:30 - 04.07.2019 09:45","11228","13314"
"04.07.2019 09:45 - 04.07.2019 10:00","11162","13244"
"04.07.2019 10:00 - 04.07.2019 10:15","11087","13192"
"04.07.2019 10:15 - 04.07.2019 10:30","10999","13136"
"04.07.2019 10:30 - 04.07.2019 10:45","10951","13031"
"04.07.2019 10:45 - 04.07.2019 11:00","10892","12977"
"04.07.2019 11:00 - 04.07.2019 11:15","10830","12932"
"04.07.2019 11:15 - 04.07.2019 11:30","10783","12888"
"04.07.2019 11:30 - 04.07.2019 11:45","10712","12821"
"04.07.2019 11:45 - 04.07.2019 12:00","10639","12789"
"04.07.2019 12:00 - 04.07.2019 12:15","10607","12730"
"04.07.2019 12:15 - 04.07.2019 12:30","10581","12668"
"04.07.2019 12:30 - 04.07.2019 12:45","10516","12550"
"04.07.2019 12:45 - 04.07.2019 13:00","10465","12530"
"04.07.2019 13:00 - 04.07.2019 13:15","10478","12558"
"04.07.2019 13:15 - 04.07.2019 13:30","10514","12625"
"04.07.2019 13:30 - 04.07.2019 13:45","10453","12665"
"04.07.2019 13:45 - 04.07.2019 14:00","10397","12709"
"04.07.2019 14:00 - 04.07.2019 14:15","10308","12682"
"04.07.2019 14:15 - 04.07.2019 14:30","10204","12677"
"04.07.2019 14:30 - 04.07.2019 14:45","10231","12684"
"04.07.2019 14:45 - 04.07.2019 15:00","10199","12697"
"04.07.2019 15:00 - 04.07.2019 15:15","10161","12750"
"04.07.2019 15:15 - 04.07.2019 15:30","10165","12794"
"04.07.2019 15:30 - 04.07.2019 15:45","10228","12879"
"04.07.2019 15:45 - 04.07.2019 16:00","10271","13000"
"04.07.2019 16:00 - 04.07.2019 16:15","10269","13023"
"04.07.2019 16:15 - 04.07.2019 16:30","10279","13056"
"04.07.2019 16:30 - 04.07.2019 16:45","10316","13129"
"04.07.2019 16:45 - 04.07.2019 17:00","10408","13279"
"04.07.2019 17:00 - 04.07.2019 17:15","10519","13441"
"04.07.2019 17:15 - 04.07.2019 17:30","10668","13597"
"04.07.2019 17:30 - 04.07.2019 17:45","10800","13721"
"04.07.2019 17:45 - 04.07.2019 18:00","10891","13849"
"04.07.2019 18:00 - 04.07.2019 18:15","10854","13755"
